action,life,power,attack,defence,fall.defence_up,liedown.time,airjuggle,sparkno,guard.sparkno,ko.echo,volume,intpersistindex,floatpersistindex,var(21),ignorehitpause,ground.hittime,statetype,add,runjump.back,postype,movecamera,fall,air.velocity,edge,attr,trigger1,color,airjump.fwd,keyctrl,triggerall,"root,palno",walk.fwd,walk.back,player,air.hittime,hitflag,priority,air.type,juggle,x,jump.neu,ctrl,velset,persistent,palno,stand.friction,(gametime % 5),physics,ontop,ground.type,(gametime % 10),height,anim,trigger2,airjump.num,givepower,movehit,run.back,reversal.attr,trigger9,pausemovetime,vfacing,damage,run.fwd,ground.front,forceair,crouch.friction,air.front,ampl,palfx.add,guardflag,airjump.height,mid.pos,type,hitsound,guardsound,backedgedist,freq,helpertype,trigger7,scale,stateno,getpower,time,absolute,value,id,flag,jump.fwd,airguard.velocity,v,movetime,animtype,trigger4,trigger3,trigger5,air.back,facing,under,ground.velocity,movetype,name,movecontact,airjump.neu,unhittable,yaccel,trigger6,ground.back,trigger13,pausetime,animtime,ground.slidetime,teamside,head.pos,roundstate,ownpal,(vel y > 0),slot,trigger12,kill,removeongethit,attack.dist,shadowoffset,removetime,p1stateno,proj.attack.dist,animelem,darken,palfx.time,runjump.fwd,pos,bindtime,random,proj.doscale,statedef,draw.offset,sound,invertall,poweradd,yscale,state,sprpriority,"root,stateno",y,"enemynear,movetype",trigger10,mul,airjump.back,supermovetime,p2stateno,trigger11,trigger8,jump.back,p2defmul,sparkxy,xscale
state a,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,velset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selfstate,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,S,,,,,800,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
PowerAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerAdd,,,,,,,,,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,PALNO gteq 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
PlayerPush,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerPush,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,s7010,s7010,,,,,,,,,,,,,,,,", ST",0,,,,,,,,,,MAFD,"999, Hit",,,,,,,,,,,,,High,,,,,,,,,,,,,"0, 0",,,,,,,,,,,HitDef,"S4,53","s20, 6",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,"10, 0",,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,200,,,,,,,,,651,,,,,"-10, -50",
2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,,,,,,,5,,,,,,,,,,,,,,
ScreenBound,,,,,,,,,,,,,,,1,,,,,,"0,0",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScreenBound,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,velset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selfstate,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,S,,,,,810,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,2,,,,,,,,,,,,,,
PlayerPush,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerPush,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
TargetBind,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Turn,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1100,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
1,,,,,,,,S6150,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, HA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 10",,,,,,,,MA,,,HitDef,"s1111,3","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,711,,,,,"0, -50",
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,1 || animelem,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,1 || animelem,,,,999,1,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,,-2,,,,,,,"0,0",1,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,-4,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1150,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"13,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
VelAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,0,,,5,,,,,,,,,,,,
1,,,,,,,,S6150,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, HA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,high,,,,,,,,,,,,,"100, 25",,,,,,,,MA,,,HitDef,"s4,27","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,712,,,,,"0, -50",
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,6031,,,,1,,,,999,1,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,,-2,,,,,,,"0,-50",1,,,,,,,,,0,,,,,,,,,,,,,,,
EnvShake,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,-25,,,,,EnvShake,,,,175,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,-5",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,,,,,,,-1,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,veladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selfstate,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,,,,,,,-1,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-lifemax * 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Hit ground,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,980,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,,,,10,,,2,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,30050,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"2,2",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"0,0",,,,,,,,,,0,,,,,,,,,,,,,,,
PosSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,1,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1100,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,2,,,,,,,,,,,,,,
SuperPause,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,s8500,,,,,,,,,,,,,,,,,,,,,SuperPause,,,,,,,,,,20,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"-35,-70",,,,,,"S4,59",,-1000,,0,,,,,,,,,,,,,1,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,1,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,S6150,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, SA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"10, 10",,,,,,,,MA,,,HitDef,"s1111,3","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,711,,,,,"0, -50",
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,1 || animelem,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,1 || animelem,,,,999,1,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,,-2,,,,,,,"0,0",1,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,-4,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1210,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,2,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,6217,15,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,"0,-40",,,,,,,,,,0,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
1,,,,,,,,-1,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, HA",3,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,high,,,,7,,,,,,,,,"20, 10",,,,,,,"250, 50, 0",MA,,,HitDef,"s4,27","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,18,14,24,,,,0,,,,,,,27,,,"2, 2",,15,,,,,,,,0,,,,,,,27,,15,,,,,,,,,,,,200,,,,,,,,,721,,,,,"0, -70",
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,6150,,,,1,,,,999,1,,,,,,,,,,,,Explod,,,,,,,"1.2,1.2",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,,-2,,,,,,,"0,-70",1,"80,80",,,,,,,,0,,,,,,,,,,,,,,,
TargetBind,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,0",,,,,,,,,,0,,,,,,,,,,,,,,,
EnvShake,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,-5,,,,,EnvShake,,,,60,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-0.6,,,,,,,,,,,,
